paper_id,section,question,answer
1001,Section 4: Laptop Filesystem Statistics,"In a real backup system, the amount of data transfer for subsequent incremental backups is typically how smaller or larger than that of the initial uploads of a backup?",much smaller
1001,Section 4: Laptop Filesystem Statistics,How many categories were the stats gathered from each machine grouped into in the data collection utility?,three
1001,Section 4: Laptop Filesystem Statistics,How many times did we collect the stats over a two-month period to help estimate the storage request of incremental backups?,twice
1001,Section 4: Laptop Filesystem Statistics,What was the cryptographically strong hash for each file on a Mac laptop used by voluntary participants in a study of laptop users?,160-bit
1001,Section 4.1: Key Statistics,What distribution does the file size distribution follow?,normal
1001,Section 4.1: Key Statistics,How many Mac machines were in the university?,24
1001,Section 4.1: Key Statistics,What percentage of files are relatively small?,95%)
1001,Section 4.2: Backup Simulation,What type of data sharing is expected between System and Application files?,greater
1001,Section 4.3: Data Duplication,How many GB of data is needed for actual storage?,70 GB
1001,Section 5: Using Cloud Storage,How has the cloud interface been standardized?,standardised
1001,Section 5.1: Cost Saving: Data De-Duplication,What is the name of the HTTP protocol request that Amazon S3 uses to transfer data to a cloud storage?,PUT
1001,Section 5.1: Cost Saving: Data De-Duplication,What operation does a client use to check if an object exists on the cloud for de-duplication backups?,HEAD
1001,Section 5.1: Cost Saving: Data De-Duplication,What is the typical storage provider for the cloud?,Amazon S3
1001,Section 5.2: Cost Saving: Data Aggregation,"What percentage of cost saving can be achieved via data aggregation alone, according to the results of our experiment?",25%
1001,Section 5.2: Cost Saving: Data Aggregation,"What was the result of the underlying file system not handling large amount of small I/O requests efficiently between the client and the server, even on a high-speed network?",slower
1001,Section 5.2: Cost Saving: Data Aggregation,What is the name of the cloud provider that can be very slow and costly when backing up to a backup server?,Amazon S3
1001,Section 5.2: Cost Saving: Data Aggregation,What does the client side of Amazon S3 use to pack small files into bigger packets before sending them to the cloud?,data aggregation
1001,Section 5.3: Case Study: Six-Month Bill Using S3,How many machines are there with data de-duplication?,10
1001,Section 5.3: Case Study: Six-Month Bill Using S3,All prices quoted are from what tier?,US Standard
1001,Section 5.3: Case Study: Six-Month Bill Using S3,How much data does the initial upload to Amazon S3 cost?,1.94 TB
1001,Section 5.3: Case Study: Six-Month Bill Using S3,How long does it take to back up all the machines we have to Amazon S3?,six-month
1001,Section 6: Conclusions,What is exploited to reduce the number of files which need to be scanned?,novel algorithm
1001,Section 6: Conclusions,What is an example of a typical cloud interface?,Amazon S3
1001,Section 6: Conclusions,What is the potential to do to backup times?,significantly decrease
1001,Section 6: Conclusions,What type of users share a considerable amount of data in common?,laptop users
1002,Title,What is the title of the paper?,What consistency does your key-value store actually provide?
1002,Abstract:,"What have been proposed as platforms for always-on, globally-distributed, Internet-scale applications?",key-value stores
1002,Abstract:,What does a system promise?,eventual consistency
1002,Abstract:,What do key-value stores sacrifice for availability?,consistency
1002,Section 2: Consistency checking,Is safety stronger or weaker than regularity?,weaker
1002,Section 2: Consistency checking,What kind of consistency semantics does Lamport define on registers?,regular
1002,Section 2: Consistency checking,A register is said to be what if every read returns the value of the most recent write?,atomic
1002,Section 2: Consistency checking,"What can be viewed as a collection of registers, each identified by a key?",key-value store
1002,Section 2: Consistency checking,"Using a global clock, we assign each operation a what?",start time
1002,Section 2: Consistency checking,What kind of consistency semantics does Lamport define on registers?,safe
1002,Section 2: Consistency checking,"What is a collection of registers, each identified by a key?",A
1002,Section 2: Consistency checking,What has the following semantics if there exists a valid total order that satisfy the corresponding conditions?,A register
1002,Section 2: Consistency checking,"In this section, we present algorithms that check whether a certain level has been achieved in an execu-tion.",consistency level
1002,Section 2.1: High level approach,What is the name of the document that shows the proofs of the depth-first search method used by the DFS algorithm in the DAG algorithm ? a,technical report
1002,Section 2.1: High level approach,"What are there for adding edges in a graph, depending on the desired consistency semantics?",different rules
1002,Section 2.1: High level approach,What semantics do we want the graph to satisfy if it's acyclic or atomic in nature?,consistency
1002,Section 2.1: High level approach,What is an offline algorithm that processes a global trace of client interactions with a key-value store?,Our checker
1002,Section 2.1: High level approach,What is the directed graph that we construct first called a vertex represents an operation and an edge indicates that the source operation should happen before the target operation?,precedence graph
1002,Section 2.1: High level approach,How many kinds of edges do we add to a graph to check consistency?,three kinds
1002,Section 2.1: High level approach,What is the counter called because it is incremented every time a cycle is detected in a trace?,coarse
1002,Section 2.1: High level approach,What does DFS stand for?,depth-first search
1002,Section 2.1: High level approach,"If the resulting graph is what type of graph, then we conclude that the trace satisfies the consistency semantics in question, otherwise the semantics of the trace are violated?",acyclic
1002,Section 2.2: Checking safety,What do we call the edges of A and B where A  B in Step 2 of the Time rule algorithm?,time
1002,Section 2.2: Checking safety,"What includes a proof that, after applying the hybrid rule, a trace is unsafe?",technical report
1002,Section 2.2: Checking safety,What is caused by the lack of edges?,unsafety
1002,Section 2.2: Checking safety,What is R's dictating write of R in the data rule for safety and atomicity of a trace?,W
1002,Section 2.2: Checking safety,How can reads that are concurrent with some writes be removed from a trace?,without consequence
1002,Section 2.2: Checking safety,What kind of stores tend to return values that have been previously written?,key-value stores
1002,Section 2.2: Checking safety,What does the data rule for safety and atomicity add for every read R and read R where A  B?,an edge
1002,Section 2.4: Checking atomicity,"What is a billion for a graph with n = 1000, the bound follows from the graph having n 2 edges?",n 3
1002,Section 2.4: Checking atomicity,What algorithm is used to check atomicity?,safety checking
1002,Section 2.4: Checking atomicity,What is the running time of the all-pairs reachability algorithm?,n 2
1002,Section 2.4: Checking atomicity,What is the nai venai ve algorithm for adding hybrid edges based on?,all-pairs reachability
1002,Section 2.4: Checking atomicity,What includes a proof that the resulting graph is a DAG if the trace is atomic?,technical report
1002,Section 4: Consistency provided by Pahoehoe,What tool can calibrate machine clocks in a data-center?,Chirp
1002,Section 4: Consistency provided by Pahoehoe,What workload focus on a few items?,Zipfian
1002,Section 4: Consistency provided by Pahoehoe,Chirp is a toolset that can calibrate what in a data-center?,clocks
1002,Section 4: Consistency provided by Pahoehoe,What percentage of the get-update mix is used?,40%-60%
1002,Section 4: Consistency provided by Pahoehoe,How many processes continuously read and write a key?,128
1002,Section 4: Consistency provided by Pahoehoe,What is the name of the workload that uses Zipfian?,fian
1002,Section 4: Consistency provided by Pahoehoe,What is an update followed by a put?,gets
1002,Section 4: Consistency provided by Pahoehoe,How many machines does Pahoehoe have?,8
1002,Section 4: Consistency provided by Pahoehoe,What do the experiments in this section quantify?,actual consistency
1002,Section 4: Consistency provided by Pahoehoe,What means a cycle in the precedence graph?,violation
1002,Section 4: Consistency provided by Pahoehoe,What is Pahoehoe's workload similar to?,YCSB
1002,Section 4: Consistency provided by Pahoehoe,What level of consistency does Pahoehoe vary?,concurrency
1002,Section 5: Discussion and Future Work,What are many types of in a data-center?,failures
1002,Section 5: Discussion and Future Work,What does an online checker issue whenever a violation is detected?,alarm
1002,Section 5: Discussion and Future Work,What are SLAs expressed primarily by?,"performance metrics,"
1002,Section 5: Discussion and Future Work,What is the current method for checking consistency?,offline
1002,Section 5: Discussion and Future Work,How many rk partitions are there in a data-center?,two
1002,Section 5: Discussion and Future Work,What type of trace does our checker require merged from traces on different machines?,global
1002,Section 5: Discussion and Future Work,What tool did we use to calibrate the timestamps obtained from different machines?,Chirp toolset
1002,Section 5: Discussion and Future Work,What is the ability of a system to offer weaker consistency rather than becoming unavailable under failure?,consistability
1002,Section 5: Discussion and Future Work,What often occur during unfavorable operating conditions such as network partitioning?,consistency violations
1002,Section 5: Discussion and Future Work,What can be checked efficiently and design algorithms to check?,semantics
1002,Section 5: Discussion and Future Work,What type of checking of consistency can be extended to?,online
1002,Section 5: Discussion and Future Work,What skew is possible with a global trace merged from traces on different machines?,clock
1003,Title,What is the title of the paper?,Scalable Web Object Inspection and Malfease Collection *
1003,Abstract:,What is used to download other malicious binaries to the victim machine?,shellcode
1003,Section 1: Introduction,What type of operations have been inspired by our increasing reliance on the internet for many facets of our daily lives?,felonious
1003,Section 1: Introduction,What is it difficult to analyze the interactions of the malware with to identify all of the possible browser infection variants?,browser
1003,Section 1: Introduction,"What is the cost of each of the proposed solutions in terms of CPU, memory, and storage in terms of analysis of thousands or millions of application instances, or a combination of them both?",heavy cost
1003,Section 2: Related Work,What is the focus of the project?,comprehensive analysis
1003,Section 2: Related Work,What does the work of Provos and Seifert provide about the different exploitation techniques in use today?,high-level overview
1003,Section 3: Framework Architecture,What is the name of the system that can instantiate in parallel a large number of un-patched Microsoft Internet Explorer (IE) instances in a large number of parallel instances in a parallel environment?,active honeynet
1003,Section 3: Framework Architecture,What is the most widely used browser in the United States?,IE
1003,Section 3.1: Virtual Environment Setup,How much disk storage did the X feature reduce the entire image to?,300MB
1003,Section 3.1: Virtual Environment Setup,Any windows application binary that requires a graphical user interface needs to connect to what?,X server
1003,Section 3.1: Virtual Environment Setup,What is the only program being executed while a VE instance is idle?,init
1003,Section 3.1: Virtual Environment Setup,What interface was one issue that cropped up?,graphical display
1003,Section 3.1: Virtual Environment Setup,What does VE stand for?,Virtual Environments
1003,Section 3.1: Virtual Environment Setup,Debian VE contains the necessary packages to have a functional what?,WINE
1003,Section 3.2: Retrieving the URLs,What browser is terminated after an attack is detected?,Internet Explorer
1003,Section 3.2: Retrieving the URLs,What do we do if we detect the attack vector?,terminate early
1003,Section 3.2: Retrieving the URLs,What is now ready to inspect the next available URL?,The VE
1003,Section 3.2: Retrieving the URLs,What detects heap spraying and extracts the offending payload from the heap?,memory allocator
1003,Section 3.2: Retrieving the URLs,What does IE use to process a given web object?,Wine
1003,Section 3.2: Retrieving the URLs,What does IE do for each URL it visits?,pause
1003,Section 3.2: Retrieving the URLs,How long does it take to retrieve a URL?,10 seconds
1003,Section 3.3: Customized Memory Allocator,What places the address of a memory block in a linked list?,the allocator
1003,Section 3.3: Customized Memory Allocator,What has been a plethora of research on NOP sled detection?,libemu
1003,Section 3.3: Customized Memory Allocator,What type of attack has been proposed before?,heap spray
1003,Section 3.4: Payload Execution,What is responsible for reading the malicious data and executing it?,The loader
1003,Section 3.4: Payload Execution,What does the exploit usually use to construct the payload and copy it in large chunks of memory (heap spray)?,JavaScript
1003,Section 3.4: Payload Execution,What monitors all the activity on the VE and records it in files before launching the payload loader?,sensors
1003,Section 3.4: Payload Execution,What kind of windows executable is installed in a clean VE in order to prevent the attacker from executing the malicious payload?,32 bit
1003,Section 3.4: Payload Execution,What are the sensors in the payload loader interested in doing in order to prevent the attackers from bypassing the VEs or bypassing the sensors?,monitoring all
1003,Section 4: Experimental Evaluation,How many servers did we use to conduct our experiments?,two
1003,Section 4: Experimental Evaluation,What was the 64 bit version of software on both servers?,CentOS 5.3
1003,Section 4: Experimental Evaluation,What did neither server do during the experiments?,run concurrently
1003,Section 4: Experimental Evaluation,What custom version did we deploy on each virtual container?,Wine 1.1.41
1003,Section 4.1: Experimental Results,What was the name of the Memory Usage cessing URLs that were hosting known heap-spray exploits?,ac-
1003,Section 4.1: Experimental Results,What did we quantify in comparison to other similar systems?,performance overhead
1003,Section 4.1: Experimental Results,How many computers do we infect each day?,thousands
1003,Section 4.2: Heap Spray detection,How many URLs were provided by Google Inc. that were known to contain different attacks?,"6,122 URLs"
1003,Section 4.2: Heap Spray detection,How many VMs did we raise the virtual machines to?,100
1003,Section 4.2: Heap Spray detection,How many different sources did we use to gather a list of browser exploits that use heap-spray attacks?,two
1003,Section 4.2: Heap Spray detection,What figure illustrates the effectiveness of the heap spray detector?,figure 4.
1003,Section 4.2: Heap Spray detection,How many URLs would we be able to scan a day?,6.5 million
1003,Section 4.2: Heap Spray detection,What scale did we use to detect heap-spray attacks?,logarithmic
1003,Section 4.2: Heap Spray detection,What is the name of the popular exploit repository available on the internet?,milw0rm
1003,Section 4.2: Heap Spray detection,How many classes of exploits were collected?,53
1003,Section 4.2: Heap Spray detection,"Flash, ActiveX and PDF are examples of what?",plugins
1003,Section 4.2: Heap Spray detection,How many URLs can we process in a day?,"36,000 URLs"
1003,Section 4.2: Heap Spray detection,What is the maximum amount of virtual containers we could install on a single server?,750
1003,Section 4.2: Heap Spray detection,How many URLs were able to detect heap spray attacks?,274
1003,Section 4.2: Heap Spray detection,What is metasploit?,framework
1003,Section 5: Conclusions,What benefit did our preliminary results show when deploying our framework over traditional virtualization technologies?,scalability
1004,Title,What is the title of the paper?,Towards proving security in the presence of large untrusted components
1004,Abstract:,What can be given for the overall system's implementation?,security guarantees
1004,Abstract:,What is the proof that information cannot flow from one back-end network to another?,Isabelle/HOL
1004,Abstract:,The work builds on what formally proven correct?,seL4 micro-kernel
1004,Section 1: Introduction,How many lines of code do modern software systems consist of in order to be able to prove properties of real-world software systems of such size?,millions
1004,Section 1: Introduction,What is an example of a software system that can be proved to have properties of real-world applications?,seL4 microkernel
1004,Section 1: Introduction,What is the key aspect of the vision of the seL4 microkernel?,system-level specification
1004,Section 1: Introduction,What can be given to real-world software systems of such size?,formal assurance
1004,Section 1: Introduction,What can be provably assured in very large and complex software systems of such size?,targeted properties
1004,Section 2: Case study overview,How many independent networks does a single user require access to in a simple SAC device?,several
1004,Section 2: Case study overview,What must the SAC ensure all data from one network is from each of the other networks?,isolated
1004,Section 2: Case study overview,Where can concrete applications of a SAC device be found?,defence
1004,Section 2: Case study overview,What do we assume all networks connected to the SAC are?,malicious
1004,Section 2: Case study overview,How is the setup of the SAC illustrated?,depicted in
1004,Section 2: Case study overview,What does the SAC require for the web server?,TCP/IP stack
1004,Section 2: Case study overview,What device is used in a case study to illustrate some of the difficulties present in verifying large systems?,SAC
1004,Section 3: Designing for the Vision,What architecture does the split of components form?,high-level security
1004,Section 3: Designing for the Vision,What is the property of interest for our case study?,accesscontrol-based
1004,Section 3: Designing for the Vision,What type of code is assumed to be malicious?,untrusted code
1004,Section 3: Designing for the Vision,What has SeL4's C implementation been formally proved to match?,functional specification
1004,Section 3: Designing for the Vision,What allows the kernel to control what areas of physical memory each hardware device can access?,I/O MMU
1004,Section 3: Designing for the Vision,What model does seL4 use?,capability-based access-control
1004,Section 3: Designing for the Vision,What is used to isolate untrusted code?,seL4 microkernel
1004,Section 4: Formal verification of security properties,How is the verification approach illustrated?,illustrated in
1004,Section 4: Formal verification of security properties,What is the name of the secure system that is designed to reduce the size of its TCB in seL4's proof of correctness case study?,SAC
1004,Section 4.1: Notation,The notation t ::  means that HOL term t has what?,HOL type
1004,Section 4.1: Notation,What does Isabelle support with named components?,tuples
1004,Section 4.1: Notation,What is used for the remainder of this paper?,notation
1004,Section 4.1: Notation,What notation means that HOL term t has HOL type ?,t ::
1004,Section 4.1: Notation,What stands for the x-component of p?,x p
1004,Section 4.1: Notation,What meta-language conforms for the most part with normal mathematical notation?,Isabelle/HOL
1004,Section 4.1: Notation,What introduces a type abbreviation?,keyword types
1004,Section 4.2: Underlying access control model,What can be reduced to a read?,IPC receive
1004,Section 4.2: Underlying access control model,How many possible operations can the seL4 kernel be reduced to from a security point of view??,seven
1004,Section 4.2: Underlying access control model,"How many operations are there in the seL4 kernel to allow a component to read or write from a component, to create a new component, to delete an existing component, and to remove a Figure 3: Full-system verification approach for seL4-based system existing capability?",five
1004,Section 4.2: Underlying access control model,"The last two operations, grant and revoke, enable a component to delegate one of its capabilities to another component or to withdraw one or more capabilities from other components. What operation requires an explicit capability for authorisation as above?",revoke
1004,Section 4.2: Underlying access control model,"What does the seL4 kernel define that the application level entities will operate in, along with the transitions on this state space that the seL4 kernel allows?",state space
1004,Section 4.2: Underlying access control model,"What kernel supports more operations, but purely from a security perspective, each of them can be reduced to a sequence of these seven operations?",seL4
1004,Section 4.2.1: State Space Model,What does a contaminated entity do to another entity?,write operation
1004,Section 4.2.1: State Space Model,What do we need to track additional state for?,security properties
1004,Section 4.2.1: State Space Model,What only stores the capabilities each entity in the system has access to?,state space
1004,Section 4.2.1: State Space Model,What is the external entity that should not obtain any information from the confidential data coming from NIC-A?,B.
1004,Section 4.2.1: State Space Model,What type of data is coming from NIC-A?,confidential
1004,Section 4.2.1: State Space Model,What is the set of access rights that an entity grants rights to?,entity-id rights
1004,Section 4.2.2: System operations,What describes the possible basic transitions on state space?,kernel operations
1004,Section 4.2.2: System operations,All of the operations take what pointing to the targeted entity?,capability
1004,Section 4.2.2: System operations,What takes a boolean flag which is true if the write operation is a flush operation?,SysWrite
1004,Section 4.2.2: System operations,What does the entity performing the operation read from the entity referred to by the capability c?,SysRead
1004,Section 4.2.2: System operations,The possible basic transitions on this state space are described by what operations available to components?,the kernel
1004,Section 4.2.2: System operations,What retrieves the capabilities held by e?,entity-caps-in-state
1004,Section 4.2.2: System operations,What removes a set of capabilities?,SysRemoveSet
1004,Section 4.2.3: State transitions,What changes for each operation?,state
1004,Section 4.2.3: State transitions,How are other operations defined?,similarly
1004,Section 4.2.3: State transitions,What is defined as a step of the system that only takes place if it is legal?,legal-step
1004,Section 4.3: Component-level model,What instruction accepts a list of targets?,Jump instruction
1004,Section 4.3: Component-level model,What component requires more care?,trusted
1004,Section 4.3: Component-level model,What will the system be with any specific implementation of the router components?,secure
1004,Section 4.3: Component-level model,What instruction represents any legal kernel operation?,AnyOp
1004,Section 4.3: Component-level model,What component's behavior is modelled as a sequence of instructions?,trusted components
1004,Section 4.3: Component-level model,How many network cards does the router instance have?,two
1004,Section 4.3: Component-level model,What is the behavior of untrusted components constrained by?,authority
1004,Section 4.4: Security property proof,"What insists that: (i) Only NIC-A, the router (and associated components) and NIC-D ever become contaminated?",The invariant
1004,Section 4.4: Security property proof,The proof relies on showing what always holds on the state of the SAC?,an invariant
1004,Section 4.4: Security property proof,What is the absence of explicit information flow the model is interested in stating for our SAC case study?,security property
1004,Section 4.4: Security property proof,What does the model model the fact that cannot read information from NIC-A in a given state as NIC-B not being contaminated?,NIC-B
1004,Section 5: Related Work,What language did Spiessens develop to model the behaviour of trusted components?,Scoll
1004,Section 5: Related Work,What did Spiessens and Murray use to verify the final system design?,simplifying assumptions
1004,Section 5: Related Work,What is the main benefit of using a theorem prover?,theorem prover
1004,Section 5: Related Work,Who builds on Spiessens' concepts but uses a CSP?,Murray
1004,Section 5: Related Work,How long did it take to model the SAC?,six weeks
1004,Section 6: Conclusion,What is shown to implement the functional specification of the seL4 kernel?,C code
1004,Section 6: Conclusion,How many lines of code are in a software system?,millions
1004,Section 6: Conclusion,What is a security goal of the SAC that is fulfilled by the modelled design of the modelled system?,isolating data
1005,Title,What is the title of the paper?,Provenance Integration Requires Reconciliation
1005,Section 1: Motivation,What generation defined provenance formally?,first generation
1005,Section 1: Motivation,How many provenance relationships does the OPM define?,six
1005,Section 1: Motivation,What generation addresses interoperability?,third generation
1005,Section 2: Background,What do data systems increasingly collect and use?,provenance
1005,Section 2: Background,What has there been substantial effort to standardize?,provenance representation
1005,"Section 3: PASS, layering, and the DPAPI",What knows exactly how particular inputs influence particular outputs?,language interpreter
1005,"Section 3: PASS, layering, and the DPAPI",What is the Disclosed Provenance API called?,DPAPI
1005,"Section 3: PASS, layering, and the DPAPI",What is an operating-system based provenance collection substrate?,PASS
1005,"Section 3: PASS, layering, and the DPAPI",What type of assumptions is the DPAPI based upon?,implicit
1005,"Section 3: PASS, layering, and the DPAPI",Where is the PASS architecture described in detail?,earlier work
1005,"Section 3: PASS, layering, and the DPAPI",What is the first place PASS records provenance?,a log
1005,Section 4: StarFlow,What address the queries described above by traversing the dependency graph?,Python functions
1005,Section 4: StarFlow,How does the anticipated StarFlow user execute their functions after they have written and annotated them?,manually
1005,Section 4: StarFlow,What command re-executes only what is necessary?,"Update,"
1005,Section 4: StarFlow,What do users use when they want to see what functions need to be run?,ShowUpdates.
1005,Section 4: StarFlow,What is a workflow system embedded in a programming language environment?,StarFlow
1005,Section 4: StarFlow,What does StarFlow use to create data and control flow dependency graphs?,annotations
1005,Section 4: StarFlow,What will users use as their execution environment?,Python interpreter
1005,Section 4: StarFlow,What kind of assumptions does StarFlow make?,implicit assumptions
1005,Section 4: StarFlow,"What provides error checking capabilities, but not fundamental to dependency tracking?",Dynamic analysis
1005,Section 4: StarFlow,What constructs the data and control flow dependency graphs?,static analyzer
1005,Section 4: StarFlow,What is the target audience of StarFlow?,computer scientists
1005,Section 5: The Plan,What did StarFlow use as the storage substrate for the StarFlow provenance?,PASS
1005,Section 5: The Plan,What helps us avoid needlessly re-executing when a function that we do not call gets changed?,function-level tracking
1005,Section 6: The Reality,How did the integration compare to what we anticipated?,different
1005,Section 6.1: Referencing Non-Existent Objects,StarFlow's dat.out corresponds to what object that does not yet exist?,PASS
1005,Section 6.1: Referencing Non-Existent Objects,What does StarFlow try to do during static analysis for files that don't yet exist?,create dependencies
1005,Section 6.1: Referencing Non-Existent Objects,"What is it called when a program uses constructs that are undecidable, e.g., Python's eval, and records both as dependencies during the static analysis phase of StarFlow's analysis?",incomplete
1005,Section 6.1: Referencing Non-Existent Objects,What is the name of StarFlow's tool that helps us to associate the abstract and concrete representations of the objects of a program with the abstract and concrete representations of the objects of a program?,dynamic analysis
1005,Section 6.1: Referencing Non-Existent Objects,StarFlow's sys- what call interception detects the creation of dat.out when we execute the main program?,tem
1005,Section 6.1: Referencing Non-Existent Objects,What type of object is StarFlow's dat.out?,abstract
1005,Section 6.1: Referencing Non-Existent Objects,StarFlow's dynamic analysis is context insensitive because it records dependencies as dependencies during what phase of the program?,static analysis
1005,Section 6.1: Referencing Non-Existent Objects,What is a record of what happened?,Provenance
1005,Section 6.1: Referencing Non-Existent Objects,Who addresses the issue neatly in both its implementation and design of StarFlow's static analysis phase?,the DPAPI
1005,Section 6.1: Referencing Non-Existent Objects,What type of flow is captured by StarFlow's static analysis phase of the DPAPI process? .,negative information
1005,Section 6.1: Referencing Non-Existent Objects,What does the DPAPI assume will want to create mappings to objects in different layers?,layers
1005,Section 6.1: Referencing Non-Existent Objects,What does StarFlow's static analysis attempt to produce a dependency graph instead of a precise dependency graph?,superset
1005,Section 6.2: Version Disconnection,What edges are also important in provenance modeling and representation?,version
1005,Section 6.2: Version Disconnection,What is also important in provenance modeling and representation?,version edges
1005,Section 6.2: Version Disconnection,What could be created to associate the over-writing file with the over-written file?,provenance records
1005,Section 6.2: Version Disconnection,What does the installation process do to an existing file?,overwrites
1005,Section 6.3: Provenance of Provenance,What kind of recursion does the provenance of provenance introduce?,infinite
1005,Section 6.3: Provenance of Provenance,"What does the OPM contain the notion of a process that describes a process that invokes a process that invokes another process, but also accurately describes the agent contributing provenance?",controlling
1005,Section 6.3: Provenance of Provenance,What can we use to identify external provenance by creating wasControlledBy edges between the process adding provenance and the generated provenance records?,PASSgenerated provenance
1005,Section 6.3: Provenance of Provenance,What does the operating system's definition of identity describe the source of provenance records in the DPAPI system?,identity
1005,Section 6.3: Provenance of Provenance,Who produced the provenance data in the DPAPI system?,PASS
1005,Section 6.3: Provenance of Provenance,What does the provenance of provenance bring to a system that is not able to avoid infinite recursion?,obvious problems
1005,Section 7: Conclusions,Where are standsfor and version edges absent?,OPM
